,Unnamed: 0,file,gender,congruent,exact_file,pixels,VGG19_ALL_3_fine_tuned_v2,mean_predictions,parse,congruent2,sym,condition
57,57,101_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\101_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.46477512,0.46477512,101_03_,yes,no,
58,58,103_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\103_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4063398,0.4063398,103_03_,no,no,
59,59,103_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\103_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4197304,0.4197304,103_03_,yes,no,
60,60,104_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\104_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4882752,0.4882752,104_03_,no,no,
61,61,104_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\104_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4605877,0.4605877,104_03_,yes,no,
62,62,105_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\105_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.45347527,0.45347527,105_03_,no,no,
63,63,105_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\105_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.44566813,0.44566813,105_03_,yes,no,
64,64,108_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\108_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47947767,0.47947767,108_03_,no,no,
65,65,108_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\108_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47371086,0.47371086,108_03_,yes,no,
66,66,117_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\117_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5045766,0.5045766,117_03_,no,no,
67,67,117_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\117_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45395753,0.45395753,117_03_,yes,no,
68,68,119_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\119_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.46771476,0.46771476,119_03_,no,no,
69,69,119_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\119_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.44497046,0.44497046,119_03_,yes,no,
70,70,121_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\121_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.44497916,0.44497916,121_03_,no,no,
71,71,121_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\121_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.44763872,0.44763872,121_03_,yes,no,
72,72,123_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\123_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.46925905,0.46925905,123_03_,no,no,
73,73,123_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\123_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45616886,0.45616886,123_03_,yes,no,
74,74,125_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\125_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47056237,0.47056237,125_03_,no,no,
75,75,125_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\125_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45776525,0.45776525,125_03_,yes,no,
76,76,128_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\128_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.49251464,0.49251464,128_03_,no,no,
77,77,128_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\128_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4894081,0.4894081,128_03_,yes,no,
78,78,130_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\130_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.56366515,0.56366515,130_03_,no,no,
79,79,130_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\130_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5254496,0.5254496,130_03_,yes,no,
80,80,131_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\131_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.42268625,0.42268625,131_03_,no,no,
81,81,131_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\131_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.41165802,0.41165802,131_03_,yes,no,
82,82,132_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\132_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4788343,0.4788343,132_03_,no,no,
83,83,132_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\132_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4588541,0.4588541,132_03_,yes,no,
84,84,137_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\137_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.49814937,0.49814937,137_03_,no,no,
85,85,137_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\137_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4695635,0.4695635,137_03_,yes,no,
86,86,138_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\138_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5464609,0.5464609,138_03_,no,no,
87,87,138_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\138_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.53804785,0.53804785,138_03_,yes,no,
88,88,140_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\140_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4129462,0.4129462,140_03_,no,no,
89,89,140_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\140_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.3854011,0.3854011,140_03_,yes,no,
90,90,141_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\141_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.6139356,0.6139356,141_03_,no,no,
91,91,141_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\141_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5457399,0.5457399,141_03_,yes,no,
92,92,142_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\142_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.50368834,0.50368834,142_03_,no,no,
93,93,142_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\142_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.49094132,0.49094132,142_03_,yes,no,
94,94,143_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\143_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47719404,0.47719404,143_03_,no,no,
95,95,143_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\143_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47392514,0.47392514,143_03_,yes,no,
96,96,172_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\172_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.39160398,0.39160398,172_03_,no,no,
97,97,172_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\172_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.40894642,0.40894642,172_03_,yes,no,
98,98,173_03_feminized.jpg,male,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\173_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.50809455,0.50809455,173_03_,no,no,
99,99,173_03_masc.jpg,male,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\male\173_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.47093412,0.47093412,173_03_,yes,no,
100,0,001_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\001_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.54420745,0.54420745,001_03_,yes,no,
101,1,001_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\001_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5817244,0.5817244,001_03_,no,no,
102,2,002_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\002_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.6450042,0.6450042,002_03_,yes,no,
103,3,002_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\002_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.64011174,0.64011174,002_03_,no,no,
104,4,003_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\003_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5495223,0.5495223,003_03_,yes,no,
105,5,003_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\003_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5212181,0.5212181,003_03_,no,no,
106,6,006_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\006_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5134086,0.5134086,006_03_,yes,no,
107,7,006_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\006_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4856908,0.4856908,006_03_,no,no,
108,8,007_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\007_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.61112785,0.61112785,007_03_,yes,no,
109,9,007_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\007_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.58999866,0.58999866,007_03_,no,no,
110,10,009_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\009_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.57883894,0.57883894,009_03_,yes,no,
111,11,009_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\009_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.54781073,0.54781073,009_03_,no,no,
112,12,010_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\010_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5027367,0.5027367,010_03_,yes,no,
113,13,010_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\010_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.49928275,0.49928275,010_03_,no,no,
114,14,011_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\011_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5568056,0.5568056,011_03_,yes,no,
115,15,011_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\011_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.56476563,0.56476563,011_03_,no,no,
116,16,013_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\013_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5623333,0.5623333,013_03_,yes,no,
117,17,013_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\013_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5429101,0.5429101,013_03_,no,no,
118,18,014_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\014_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.53497064,0.53497064,014_03_,yes,no,
119,19,014_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\014_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5296336,0.5296336,014_03_,no,no,
120,20,016_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\016_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5023988,0.5023988,016_03_,yes,no,
121,21,016_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\016_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.49288985,0.49288985,016_03_,no,no,
122,22,019_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\019_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5089984,0.5089984,019_03_,yes,no,
123,23,019_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\019_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5136228,0.5136228,019_03_,no,no,
124,24,020_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\020_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.56075966,0.56075966,020_03_,yes,no,
125,25,020_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\020_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5182341,0.5182341,020_03_,no,no,
126,26,025_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\025_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5223505,0.5223505,025_03_,yes,no,
127,27,025_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\025_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.48975334,0.48975334,025_03_,no,no,
128,28,027_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\027_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.47790965,0.47790965,027_03_,yes,no,
129,29,027_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\027_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.45405218,0.45405218,027_03_,no,no,
130,30,030_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\030_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.58366764,0.58366764,030_03_,yes,no,
131,31,030_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\030_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.52728343,0.52728343,030_03_,no,no,
132,32,032_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\032_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5582046,0.5582046,032_03_,yes,no,
133,33,032_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\032_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5524906,0.5524906,032_03_,no,no,
134,34,034_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\034_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.51957476,0.51957476,034_03_,yes,no,
135,35,034_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\034_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.54564303,0.54564303,034_03_,no,no,
136,36,038_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\038_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4027721,0.4027721,038_03_,yes,no,
137,37,038_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\038_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.3821505,0.3821505,038_03_,no,no,
138,38,039_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\039_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.55049396,0.55049396,039_03_,yes,no,
139,39,039_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\039_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51766366,0.51766366,039_03_,no,no,
140,40,062_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\062_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.46811554,0.46811554,062_03_,yes,no,
141,41,062_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\062_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.43035623,0.43035623,062_03_,no,no,
142,42,064_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\064_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.50078595,0.50078595,064_03_,yes,no,
143,43,064_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\064_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4758251,0.4758251,064_03_,no,no,
144,44,066_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\066_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5426232,0.5426232,066_03_,yes,no,
145,45,066_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\066_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.56856984,0.56856984,066_03_,no,no,
146,46,081_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\081_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5271337,0.5271337,081_03_,yes,no,
147,47,081_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\081_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.48080412,0.48080412,081_03_,no,no,
148,48,083_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\083_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5514313,0.5514313,083_03_,yes,no,
149,49,083_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\083_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5116534,0.5116534,083_03_,no,no,
150,50,086_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\086_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5578993,0.5578993,086_03_,yes,no,
151,51,086_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\086_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.53871685,0.53871685,086_03_,no,no,
152,52,087_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\087_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4951963,0.4951963,087_03_,yes,no,
153,53,087_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\087_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.48382327,0.48382327,087_03_,no,no,
154,54,090_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\090_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5279644,0.5279644,090_03_,yes,no,
155,55,090_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\090_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5343449,0.5343449,090_03_,no,no,
156,56,091_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\091_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5934796,0.5934796,091_03_,yes,no,
157,57,091_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\091_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.53880525,0.53880525,091_03_,no,no,
158,58,094_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\094_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.51913583,0.51913583,094_03_,yes,no,
159,59,094_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\094_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51466614,0.51466614,094_03_,no,no,
160,60,097_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\097_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5902417,0.5902417,097_03_,yes,no,
161,61,097_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\097_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.56433845,0.56433845,097_03_,no,no,
162,62,099_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\099_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.43323115,0.43323115,099_03_,yes,no,
163,63,099_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\099_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4380543,0.4380543,099_03_,no,no,
164,64,100_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\100_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5075599,0.5075599,100_03_,yes,no,
165,65,100_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\100_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51473796,0.51473796,100_03_,no,no,
166,66,102_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\102_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5729054,0.5729054,102_03_,yes,no,
167,67,102_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\102_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5260615,0.5260615,102_03_,no,no,
168,68,107_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\107_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.52196926,0.52196926,107_03_,yes,no,
169,69,107_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\107_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51296985,0.51296985,107_03_,no,no,
170,70,112_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\112_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.534565,0.534565,112_03_,yes,no,
171,71,112_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\112_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.54316926,0.54316926,112_03_,no,no,
172,72,113_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\113_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.61083895,0.61083895,113_03_,yes,no,
173,73,113_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\113_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5766018,0.5766018,113_03_,no,no,
174,74,115_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\115_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.43800965,0.43800965,115_03_,yes,no,
175,75,115_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\115_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.43101606,0.43101606,115_03_,no,no,
176,76,118_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\118_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.4860941,0.4860941,118_03_,yes,no,
177,77,118_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\118_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.4931802,0.4931802,118_03_,no,no,
178,78,120_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\120_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.57598376,0.57598376,120_03_,yes,no,
179,79,120_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\120_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.5611381,0.5611381,120_03_,no,no,
180,80,122_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\122_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.56227636,0.56227636,122_03_,yes,no,
181,81,122_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\122_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.52021515,0.52021515,122_03_,no,no,
182,82,124_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\124_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.56983936,0.56983936,124_03_,yes,no,
183,83,124_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\124_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.59107846,0.59107846,124_03_,no,no,
184,84,126_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\126_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5105024,0.5105024,126_03_,yes,no,
185,85,126_03_masc.jpg,female,masculinized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\126_03_masc.jpg,[255. 255. 255. ... 255. 255. 255.],0.51377773,0.51377773,126_03_,no,no,
186,86,127_03_feminized.jpg,female,feminized,C:\Users\nunok\PycharmProjects\pythonProject2\predict\female\127_03_feminized.jpg,[255. 255. 255. ... 255. 255. 255.],0.5300183,0.5300183,127_03_,yes,no,
